study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	fastq_bytes	fastq_ftp
PRJNA396019	SAMN07549973	SRS2456727	SRX3122142	SRR5964102	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_OP_33	SINGLE	143767004;158010554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964102/SRR5964102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964102/SRR5964102_2.fastq.gz
PRJNA396019	SAMN07549976	SRS2456724	SRX3122141	SRR5964103	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_OP_37	SINGLE	168506821;183922661	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964103/SRR5964103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964103/SRR5964103_2.fastq.gz
PRJNA396019	SAMN07549975	SRS2456723	SRX3122140	SRR5964104	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_OP_35	SINGLE	162642783;180858629	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964104/SRR5964104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964104/SRR5964104_2.fastq.gz
PRJNA396019	SAMN07549978	SRS2456722	SRX3122139	SRR5964105	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_OP_39	SINGLE	228055112;248449617	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964105/SRR5964105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964105/SRR5964105_2.fastq.gz
PRJNA396019	SAMN07549977	SRS2456719	SRX3122138	SRR5964106	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_OP_38	SINGLE	193885275;209828608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964106/SRR5964106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964106/SRR5964106_2.fastq.gz
PRJNA396019	SAMN07550104	SRS2456721	SRX3122137	SRR5964107	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_29	SINGLE	279507843;306102333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964107/SRR5964107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964107/SRR5964107_2.fastq.gz
PRJNA396019	SAMN07550103	SRS2456720	SRX3122136	SRR5964108	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_28	SINGLE	149288188;160731252	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964108/SRR5964108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964108/SRR5964108_2.fastq.gz
PRJNA396019	SAMN07550102	SRS2456718	SRX3122135	SRR5964109	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_27	SINGLE	145136707;156437007	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964109/SRR5964109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964109/SRR5964109_2.fastq.gz
PRJNA396019	SAMN07550101	SRS2456716	SRX3122134	SRR5964110	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_26	SINGLE	237520011;256622826	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964110/SRR5964110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964110/SRR5964110_2.fastq.gz
PRJNA396019	SAMN07550100	SRS2456717	SRX3122133	SRR5964111	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_25	SINGLE	189864447;203673663	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964111/SRR5964111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964111/SRR5964111_2.fastq.gz
PRJNA396019	SAMN07550099	SRS2456715	SRX3122132	SRR5964112	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_24	SINGLE	122089553;131084261	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964112/SRR5964112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964112/SRR5964112_2.fastq.gz
PRJNA396019	SAMN07550165	SRS2456711	SRX3122131	SRR5964113	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_43	SINGLE	234185440;258926775	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964113/SRR5964113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964113/SRR5964113_2.fastq.gz
PRJNA396019	SAMN07550166	SRS2456714	SRX3122130	SRR5964114	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_44	SINGLE	81117227;89927666	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964114/SRR5964114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964114/SRR5964114_2.fastq.gz
PRJNA396019	SAMN07550155	SRS2456712	SRX3122129	SRR5964115	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_33	SINGLE	123292273;134508380	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964115/SRR5964115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964115/SRR5964115_2.fastq.gz
PRJNA396019	SAMN07550164	SRS2456710	SRX3122128	SRR5964116	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_42	SINGLE	136006570;149328807	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964116/SRR5964116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964116/SRR5964116_2.fastq.gz
PRJNA396019	SAMN07550161	SRS2456709	SRX3122127	SRR5964117	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_03	SINGLE	194119986;210742892	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964117/SRR5964117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964117/SRR5964117_2.fastq.gz
PRJNA396019	SAMN07550162	SRS2456713	SRX3122126	SRR5964118	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_40	SINGLE	93519684;102685627	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964118/SRR5964118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964118/SRR5964118_2.fastq.gz
PRJNA396019	SAMN07550159	SRS2456708	SRX3122125	SRR5964119	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_38	SINGLE	105128749;113837963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964119/SRR5964119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964119/SRR5964119_2.fastq.gz
PRJNA396019	SAMN07550160	SRS2456706	SRX3122124	SRR5964120	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_39	SINGLE	69239688;76071098	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964120/SRR5964120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964120/SRR5964120_2.fastq.gz
PRJNA396019	SAMN07550145	SRS2456707	SRX3122123	SRR5964121	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_22	SINGLE	175965995;190880232	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964121/SRR5964121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964121/SRR5964121_2.fastq.gz
PRJNA396019	SAMN07550167	SRS2456704	SRX3122122	SRR5964122	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_45	SINGLE	156593026;170389674	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964122/SRR5964122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964122/SRR5964122_2.fastq.gz
PRJNA396019	SAMN07550168	SRS2456705	SRX3122121	SRR5964123	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_46	SINGLE	86094236;93953311	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964123/SRR5964123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964123/SRR5964123_2.fastq.gz
PRJNA396019	SAMN07549903	SRS2456702	SRX3122120	SRR5964124	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_10	SINGLE	160521063;173902099	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964124/SRR5964124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964124/SRR5964124_2.fastq.gz
PRJNA396019	SAMN07549904	SRS2456703	SRX3122119	SRR5964125	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_11	SINGLE	56378316;61996469	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964125/SRR5964125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964125/SRR5964125_2.fastq.gz
PRJNA396019	SAMN07549905	SRS2456700	SRX3122118	SRR5964126	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_12	SINGLE	60520804;65317298	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964126/SRR5964126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964126/SRR5964126_2.fastq.gz
PRJNA396019	SAMN07549906	SRS2456701	SRX3122117	SRR5964127	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_13	SINGLE	214870602;229689150	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964127/SRR5964127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964127/SRR5964127_2.fastq.gz
PRJNA396019	SAMN07549899	SRS2456698	SRX3122116	SRR5964128	9606	Homo sapiens	Illumina HiSeq 4000	KTN615_2_45	SINGLE	70374352	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964128/SRR5964128.fastq.gz
PRJNA396019	SAMN07549900	SRS2456699	SRX3122115	SRR5964129	9606	Homo sapiens	Illumina HiSeq 4000	KTN615_2_46	SINGLE	120610049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964129/SRR5964129.fastq.gz
PRJNA396019	SAMN07549901	SRS2456697	SRX3122114	SRR5964130	9606	Homo sapiens	Illumina HiSeq 4000	KTN615_2_47	SINGLE	159934990	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964130/SRR5964130.fastq.gz
PRJNA396019	SAMN07549902	SRS2456696	SRX3122113	SRR5964131	9606	Homo sapiens	Illumina HiSeq 4000	KTN615_2_Pop	SINGLE	120510015	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964131/SRR5964131.fastq.gz
PRJNA396019	SAMN07550082	SRS2456694	SRX3122112	SRR5964132	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_OP_06	SINGLE	127913949;136860748	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964132/SRR5964132_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964132/SRR5964132_2.fastq.gz
PRJNA396019	SAMN07549948	SRS2456695	SRX3122111	SRR5964133	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_09	SINGLE	63803297;69941500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964133/SRR5964133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964133/SRR5964133_2.fastq.gz
PRJNA396019	SAMN07550174	SRS2456693	SRX3122110	SRR5964134	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_07	SINGLE	201403188;222715527	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964134/SRR5964134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964134/SRR5964134_2.fastq.gz
PRJNA396019	SAMN07549907	SRS2456692	SRX3122109	SRR5964135	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_14	SINGLE	269860997;290723070	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964135/SRR5964135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964135/SRR5964135_2.fastq.gz
PRJNA396019	SAMN07549908	SRS2456690	SRX3122108	SRR5964136	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_15	SINGLE	200574948;217413726	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964136/SRR5964136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964136/SRR5964136_2.fastq.gz
PRJNA396019	SAMN07550081	SRS2456691	SRX3122107	SRR5964137	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_OP_05	SINGLE	227054557;244951371	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964137/SRR5964137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964137/SRR5964137_2.fastq.gz
PRJNA396019	SAMN07550057	SRS2456686	SRX3122106	SRR5964138	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_OP_25	SINGLE	119627389;130989901	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964138/SRR5964138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964138/SRR5964138_2.fastq.gz
PRJNA396019	SAMN07550117	SRS2456689	SRX3122105	SRR5964139	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_41	SINGLE	157626862;170464127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964139/SRR5964139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964139/SRR5964139_2.fastq.gz
PRJNA396019	SAMN07550118	SRS2456688	SRX3122104	SRR5964140	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_42	SINGLE	122853920;125471681	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964140/SRR5964140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964140/SRR5964140_2.fastq.gz
PRJNA396019	SAMN07549940	SRS2456687	SRX3122103	SRR5964141	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_45	SINGLE	157373552;173540656	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964141/SRR5964141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964141/SRR5964141_2.fastq.gz
PRJNA396019	SAMN07550111	SRS2456684	SRX3122102	SRR5964142	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_36	SINGLE	267659354;291938384	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964142/SRR5964142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964142/SRR5964142_2.fastq.gz
PRJNA396019	SAMN07550112	SRS2456682	SRX3122101	SRR5964143	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_37	SINGLE	289161364;313711192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964143/SRR5964143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964143/SRR5964143_2.fastq.gz
PRJNA396019	SAMN07550109	SRS2456683	SRX3122100	SRR5964144	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_34	SINGLE	230851573;251900069	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964144/SRR5964144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964144/SRR5964144_2.fastq.gz
PRJNA396019	SAMN07550110	SRS2456681	SRX3122099	SRR5964145	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_35	SINGLE	321043559;351294642	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964145/SRR5964145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964145/SRR5964145_2.fastq.gz
PRJNA396019	SAMN07550088	SRS2456680	SRX3122098	SRR5964146	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_13	SINGLE	102197000;109300845	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964146/SRR5964146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964146/SRR5964146_2.fastq.gz
PRJNA396019	SAMN07550116	SRS2456685	SRX3122097	SRR5964147	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_40	SINGLE	113124624;121776420	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964147/SRR5964147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964147/SRR5964147_2.fastq.gz
PRJNA396019	SAMN07550113	SRS2456678	SRX3122096	SRR5964148	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_38	SINGLE	119339045;130591050	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964148/SRR5964148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964148/SRR5964148_2.fastq.gz
PRJNA396019	SAMN07550114	SRS2456677	SRX3122095	SRR5964149	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_39	SINGLE	110101252;120618326	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964149/SRR5964149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964149/SRR5964149_2.fastq.gz
PRJNA396019	SAMN07550003	SRS2456679	SRX3122094	SRR5964150	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_0_17	SINGLE	195134682;210247123	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964150/SRR5964150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964150/SRR5964150_2.fastq.gz
PRJNA396019	SAMN07550004	SRS2456676	SRX3122093	SRR5964151	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_0_18	SINGLE	202819496;220872902	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964151/SRR5964151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964151/SRR5964151_2.fastq.gz
PRJNA396019	SAMN07550005	SRS2456672	SRX3122092	SRR5964152	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_0_19	SINGLE	257122772;283441355	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964152/SRR5964152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964152/SRR5964152_2.fastq.gz
PRJNA396019	SAMN07550006	SRS2456674	SRX3122091	SRR5964153	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_0_01	SINGLE	249361499;269947523	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964153/SRR5964153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964153/SRR5964153_2.fastq.gz
PRJNA396019	SAMN07549999	SRS2456675	SRX3122090	SRR5964154	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_0_13	SINGLE	387268091;417219235	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964154/SRR5964154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964154/SRR5964154_2.fastq.gz
PRJNA396019	SAMN07550000	SRS2456673	SRX3122089	SRR5964155	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_0_14	SINGLE	257965353;279484597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964155/SRR5964155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964155/SRR5964155_2.fastq.gz
PRJNA396019	SAMN07550001	SRS2456671	SRX3122088	SRR5964156	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_0_15	SINGLE	231147076;249546283	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964156/SRR5964156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964156/SRR5964156_2.fastq.gz
PRJNA396019	SAMN07550002	SRS2456670	SRX3122087	SRR5964157	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_0_16	SINGLE	272926914;310931173	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964157/SRR5964157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964157/SRR5964157_2.fastq.gz
PRJNA396019	SAMN07550137	SRS2456668	SRX3122086	SRR5964158	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_2_14	SINGLE	235627297;256545684	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964158/SRR5964158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964158/SRR5964158_2.fastq.gz
PRJNA396019	SAMN07549936	SRS2456669	SRX3122085	SRR5964159	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_41	SINGLE	444323554;482787515	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964159/SRR5964159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964159/SRR5964159_2.fastq.gz
PRJNA396019	SAMN07550007	SRS2456665	SRX3122084	SRR5964160	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_0_20	SINGLE	264466645;287172477	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964160/SRR5964160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964160/SRR5964160_2.fastq.gz
PRJNA396019	SAMN07550008	SRS2456667	SRX3122083	SRR5964161	9606	Homo sapiens	Illumina HiSeq 4000	KTN129_0_21	SINGLE	119730615;133961558	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964161/SRR5964161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964161/SRR5964161_2.fastq.gz
PRJNA396019	SAMN07549910	SRS2456666	SRX3122082	SRR5964162	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_17	SINGLE	266461492;286450559	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964162/SRR5964162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964162/SRR5964162_2.fastq.gz
PRJNA396019	SAMN07549909	SRS2456663	SRX3122081	SRR5964163	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_16	SINGLE	135419830;154797922	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964163/SRR5964163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964163/SRR5964163_2.fastq.gz
PRJNA396019	SAMN07549912	SRS2456664	SRX3122080	SRR5964164	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_19	SINGLE	106356474;117123144	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964164/SRR5964164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/004/SRR5964164/SRR5964164_2.fastq.gz
PRJNA396019	SAMN07549911	SRS2456662	SRX3122079	SRR5964165	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_18	SINGLE	223127097;243134351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964165/SRR5964165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/005/SRR5964165/SRR5964165_2.fastq.gz
PRJNA396019	SAMN07549914	SRS2456660	SRX3122078	SRR5964166	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_21	SINGLE	187500973;206474104	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964166/SRR5964166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/006/SRR5964166/SRR5964166_2.fastq.gz
PRJNA396019	SAMN07549913	SRS2456661	SRX3122077	SRR5964167	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_20	SINGLE	147507672;160300112	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964167/SRR5964167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/007/SRR5964167/SRR5964167_2.fastq.gz
PRJNA396019	SAMN07549916	SRS2456659	SRX3122076	SRR5964168	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_23	SINGLE	83718737;89805033	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964168/SRR5964168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/008/SRR5964168/SRR5964168_2.fastq.gz
PRJNA396019	SAMN07549915	SRS2456658	SRX3122075	SRR5964169	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_22	SINGLE	236307167;254462180	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964169/SRR5964169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/009/SRR5964169/SRR5964169_2.fastq.gz
PRJNA396019	SAMN07549918	SRS2456656	SRX3122074	SRR5964170	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_25	SINGLE	96473584;103871058	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964170/SRR5964170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/000/SRR5964170/SRR5964170_2.fastq.gz
PRJNA396019	SAMN07549917	SRS2456657	SRX3122073	SRR5964171	9606	Homo sapiens	Illumina HiSeq 4000	KTN126_0_24	SINGLE	99529451;106589866	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964171/SRR5964171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/001/SRR5964171/SRR5964171_2.fastq.gz
PRJNA396019	SAMN07550115	SRS2456655	SRX3122072	SRR5964172	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_03	SINGLE	114137065;122541980	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964172/SRR5964172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/002/SRR5964172/SRR5964172_2.fastq.gz
PRJNA396019	SAMN07550108	SRS2456654	SRX3122071	SRR5964173	9606	Homo sapiens	Illumina HiSeq 4000	KTN302_0_33	SINGLE	178428202;193768877	ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964173/SRR5964173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR596/003/SRR5964173/SRR5964173_2.fastq.gz
